"Source" "IslandID" "TaxonOrig" "GenusL69" "SpeciesL69" "SubspL69" "SpeciesID" "SubspID" "Sex" "Plumage" "BodyL" "WingL" "TailL" "BeakW" "BeakH" "LBeakL" "UBeakL" "N.UBkL" "TarsusL" "MToeL"
"Snodgrass & Heller (1904)" "Isa_Alb" "Certhidea olivacea olivacea" "Certhidea" "olivacea" "olivacea" "Cer.oli" "Cer.oli.oli" "M" NA 110 55 39 NA NA NA 10.5 "7.5" 19.5 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Certhidea olivacea olivacea" "Certhidea" "olivacea" "olivacea" "Cer.oli" "Cer.oli.oli" "M" NA 104 53 35 NA NA NA 10 "7.5" 20.5 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Certhidea olivacea olivacea" "Certhidea" "olivacea" "olivacea" "Cer.oli" "Cer.oli.oli" "M" NA 112 53 40 NA NA NA 11 "7" 20 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Certhidea olivacea olivacea" "Certhidea" "olivacea" "olivacea" "Cer.oli" "Cer.oli.oli" "M" NA 105 52 36 NA NA NA 10 "7" 19.5 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Certhidea olivacea olivacea" "Certhidea" "olivacea" "olivacea" "Cer.oli" "Cer.oli.oli" "M" NA 105 52 41 NA NA NA 11 "7.5" 21 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Certhidea olivacea olivacea" "Certhidea" "olivacea" "olivacea" "Cer.oli" "Cer.oli.oli" "M" NA 106 52 38 NA NA NA 11 "7.7" 20 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Certhidea olivacea olivacea" "Certhidea" "olivacea" "olivacea" "Cer.oli" "Cer.oli.oli" "M" NA 110 50 34 NA NA NA 10.5 "7" 20 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Certhidea olivacea olivacea" "Certhidea" "olivacea" "olivacea" "Cer.oli" "Cer.oli.oli" "M" NA 112 54 36 NA NA NA 10.5 "7.5" 18 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Certhidea olivacea olivacea" "Certhidea" "olivacea" "olivacea" "Cer.oli" "Cer.oli.oli" "F" NA 114 52 37 NA NA NA 11.5 "7.5" 22 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Certhidea olivacea olivacea" "Certhidea" "olivacea" "olivacea" "Cer.oli" "Cer.oli.oli" "F" NA 101 50 33 NA NA NA 11 "8" 20 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Certhidea olivacea olivacea" "Certhidea" "olivacea" "olivacea" "Cer.oli" "Cer.oli.oli" "F" NA 115 52 34 NA NA NA 10.5 "7" 19 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Certhidea olivacea olivacea" "Certhidea" "olivacea" "olivacea" "Cer.oli" "Cer.oli.oli" "F" NA 117 54 35 NA NA NA 10.5 "7.5" 18.5 NA
"Snodgrass & Heller (1904)" "Pnz_Dnc" "Certhidea olivacea olivacea" "Certhidea" "olivacea" "olivacea" "Cer.oli" "Cer.oli.oli" "M" NA 112 52 36 NA NA NA 11 "7.5" 20 NA
"Snodgrass & Heller (1904)" "Pnz_Dnc" "Certhidea olivacea olivacea" "Certhidea" "olivacea" "olivacea" "Cer.oli" "Cer.oli.oli" "M" NA 106 52 35 NA NA NA 10 "7.3" 20 NA
"Snodgrass & Heller (1904)" "Pnz_Dnc" "Certhidea olivacea olivacea" "Certhidea" "olivacea" "olivacea" "Cer.oli" "Cer.oli.oli" "M" NA 109 51 39 NA NA NA 10.5 "7.5" 19 NA
"Snodgrass & Heller (1904)" "Pnz_Dnc" "Certhidea olivacea olivacea" "Certhidea" "olivacea" "olivacea" "Cer.oli" "Cer.oli.oli" "F" NA 98 52 32 NA NA NA 11 "7" 18 NA
"Snodgrass & Heller (1904)" "Snti_Jams" "Certhidea olivacea olivacea" "Certhidea" "olivacea" "olivacea" "Cer.oli" "Cer.oli.oli" "M" NA 99 52 34 NA NA NA 10 "7.5" 21 NA
"Snodgrass & Heller (1904)" "SCris_Chat" "Certhidea olivacea luteola" "Certhidea" "olivacea" "luteola" "Cer.oli" "Cer.oli.lut" "M" NA 113 51 39 NA NA NA 11 "8" 19 NA
"Snodgrass & Heller (1904)" "SCris_Chat" "Certhidea olivacea luteola" "Certhidea" "olivacea" "luteola" "Cer.oli" "Cer.oli.lut" "M" NA 114 53 38 NA NA NA 11 "8" 21 NA
"Snodgrass & Heller (1904)" "SCris_Chat" "Certhidea olivacea luteola" "Certhidea" "olivacea" "luteola" "Cer.oli" "Cer.oli.lut" "F" NA 121 55 36 NA NA NA NA "" 20 NA
"Snodgrass & Heller (1904)" "Mrch_Bndl" "Certhidea olivacea fusca" "Certhidea" "olivacea" "fusca" "Cer.oli" "Cer.oli.fus" "M" NA 115 53 34 NA NA NA 11.7 "8" 18.7 NA
"Snodgrass & Heller (1904)" "Mrch_Bndl" "Certhidea olivacea fusca" "Certhidea" "olivacea" "fusca" "Cer.oli" "Cer.oli.fus" "M" NA 109 53 43 NA NA NA 11 "7.7" 19 NA
"Snodgrass & Heller (1904)" "Mrch_Bndl" "Certhidea olivacea fusca" "Certhidea" "olivacea" "fusca" "Cer.oli" "Cer.oli.fus" "F" NA 112 54 36 NA NA NA 11 "8" 18 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Certhidea olivacea fusca" "Certhidea" "olivacea" "fusca" "Cer.oli" "Cer.oli.fus" "M" NA 111 51 36 NA NA NA 11.5 "8" 19.7 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Certhidea olivacea fusca" "Certhidea" "olivacea" "fusca" "Cer.oli" "Cer.oli.fus" "M" NA 111 52 36 NA NA NA 11.7 "8.5" 19.5 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Certhidea olivacea mentalis" "Certhidea" "olivacea" "mentalis" "Cer.oli" "Cer.oli.men" "M" NA 116 52 38 NA NA NA 11.3 "7" 18 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Certhidea olivacea mentalis" "Certhidea" "olivacea" "mentalis" "Cer.oli" "Cer.oli.men" "M" NA 108 53 38 NA NA NA 11.5 "8.3" 19 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Certhidea olivacea mentalis" "Certhidea" "olivacea" "mentalis" "Cer.oli" "Cer.oli.men" "M" NA 114 55 41 NA NA NA 11.5 "8" 20 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Certhidea olivacea mentalis" "Certhidea" "olivacea" "mentalis" "Cer.oli" "Cer.oli.men" "M" NA 109 53 37 NA NA NA 11.5 "8" 20 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Certhidea olivacea mentalis" "Certhidea" "olivacea" "mentalis" "Cer.oli" "Cer.oli.men" "M" NA 113 54 39 NA NA NA 12 "8" 19 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Certhidea olivacea mentalis" "Certhidea" "olivacea" "mentalis" "Cer.oli" "Cer.oli.men" "F" NA 114 55 40 NA NA NA 12 "8.5" 19 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Certhidea olivacea mentalis" "Certhidea" "olivacea" "mentalis" "Cer.oli" "Cer.oli.men" "F" NA 105 52 37 NA NA NA 12 "8.5" 19.5 NA
"Snodgrass & Heller (1904)" "Drwn_Clp" "Certhidea olivacea mentalis" "Certhidea" "olivacea" "becki" "Cer.oli" "Cer.oli.bec" "M" NA 110 55 39 NA NA NA 11.5 "8.3" 19.7 NA
"Snodgrass & Heller (1904)" "Drwn_Clp" "Certhidea olivacea mentalis" "Certhidea" "olivacea" "becki" "Cer.oli" "Cer.oli.bec" "M" NA 110 51 38 NA NA NA 11.5 "8" 19 NA
"Snodgrass & Heller (1904)" "Drwn_Clp" "Certhidea olivacea mentalis" "Certhidea" "olivacea" "becki" "Cer.oli" "Cer.oli.bec" "F" NA NA 50 33 NA NA NA 11 "8" 19 NA
"Snodgrass & Heller (1904)" "Drwn_Clp" "Certhidea olivacea mentalis" "Certhidea" "olivacea" "becki" "Cer.oli" "Cer.oli.bec" "F" NA 113 50 36 NA NA NA 11 "8" 19 NA
"Snodgrass & Heller (1904)" "Wlf_Wnm" "Certhidea olivacea becki" "Certhidea" "olivacea" "becki" "Cer.oli" "Cer.oli.bec" "M" NA 107 52 39 NA NA NA 10 "7.3" 18 NA
"Snodgrass & Heller (1904)" "Wlf_Wnm" "Certhidea olivacea becki" "Certhidea" "olivacea" "becki" "Cer.oli" "Cer.oli.bec" "M" NA 109 53 36 NA NA NA 10.5 "7.5" 18 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Certhidea cinerascens cinerascens" "Certhidea" "olivacea" "cinerascens" "Cer.oli" "Cer.oli.cin" "M" NA 108 53 41 NA NA NA 10.7 "8" 18 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Certhidea cinerascens cinerascens" "Certhidea" "olivacea" "cinerascens" "Cer.oli" "Cer.oli.cin" "M" NA 109 54 37 NA NA NA 11 "7.7" 19 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Certhidea cinerascens cinerascens" "Certhidea" "olivacea" "cinerascens" "Cer.oli" "Cer.oli.cin" "M" NA 108 51 39 NA NA NA 11.5 "8" 18.7 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Certhidea cinerascens cinerascens" "Certhidea" "olivacea" "cinerascens" "Cer.oli" "Cer.oli.cin" "M" NA 104 53 38 NA NA NA 11 "8" 19 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Certhidea cinerascens cinerascens" "Certhidea" "olivacea" "cinerascens" "Cer.oli" "Cer.oli.cin" "M" NA 108 52 41 NA NA NA 10.7 "7.5" 18.7 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Certhidea cinerascens cinerascens" "Certhidea" "olivacea" "cinerascens" "Cer.oli" "Cer.oli.cin" "M" NA 105 51 36 NA NA NA 10.5 "8" 18 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Certhidea cinerascens cinerascens" "Certhidea" "olivacea" "cinerascens" "Cer.oli" "Cer.oli.cin" "M" NA 108 51 39 NA NA NA 11 "8" 19 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Certhidea cinerascens cinerascens" "Certhidea" "olivacea" "cinerascens" "Cer.oli" "Cer.oli.cin" "M" NA 106 50 38 NA NA NA 11 "8" 19.5 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Certhidea cinerascens cinerascens" "Certhidea" "olivacea" "cinerascens" "Cer.oli" "Cer.oli.cin" "M" NA 107 51 37 NA NA NA 11 "8.3" 18.7 NA
"Snodgrass & Heller (1904)" "SFe_Brngt" "Certhidea cinerascens bifasciata" "Certhidea" "olivacea" "bifasciatus" "Cer.oli" "Cer.oli.bif" "M" NA 108 51 32 NA NA NA 12 "8.3" 20 NA
"Snodgrass & Heller (1904)" "SFe_Brngt" "Certhidea cinerascens bifasciata" "Certhidea" "olivacea" "bifasciatus" "Cer.oli" "Cer.oli.bif" "M" NA 111 53 38 NA NA NA 11 "8" 19 NA
"Snodgrass & Heller (1904)" "SFe_Brngt" "Certhidea cinerascens bifasciata" "Certhidea" "olivacea" "bifasciatus" "Cer.oli" "Cer.oli.bif" "F" NA 108 52 37 NA NA NA 11 "8.3" 18.5 NA
"Snodgrass & Heller (1904)" "SFe_Brngt" "Certhidea cinerascens bifasciata" "Certhidea" "olivacea" "bifasciatus" "Cer.oli" "Cer.oli.bif" "F" NA 113 50 35 NA NA NA 11 "8" 17.5 NA
